county,partiallycovered,ratepartiallycovered,fullycovered,ratefullycovered,Rate.O65Partial.Per.100K,Rate.O65Full.Per.100K,Rate.U65Partial.Per.100K,Rate.U65Full.Per.100K,Rate.HispanicPartial.Per.100K,Rate.HispanicFull.Per.100K,Rate.BlackPartial.Per.100K,Rate.BlackFull.Per.100K,Rate.NAPartial.Per.100K,Rate.NAFull.Per.100K,Rate.AsianPartial.Per.100K,Rate.AsianFull.Per.100K,Rate.PIPartial.Per.100K,Rate.PIFull.Per.100K,Rate.WhitePartial.Per.100K,Rate.WhiteFull.Per.100K,Compare.Partial.O65,Compare.Full.O65,Compare.Partial.U65,Compare.Full.U65,Compare.Partial.Hispanic,Compare.Full.Hispanic,Compare.Partial.Black,Compare.Full.Black,Compare.Partial.NA,Compare.Full.NA,Compare.Partial.PA,Compare.Full.PA,Compare.Partial.Asian,Compare.Full.Asian,Compare.Partial.White,Compare.Full.White
CAMBRIA,12028,9238.7,38360,29464.2,12376.270958184634,63362.73651605953,10136.651784613106,22769.54194519129,8679.762448606669,6761.078117862037,3612.0401337792646,4816.053511705685,0,0,916.4969450101833,2953.1568228105907,8633.093525179856,10071.942446043166,7955.664216329746,24963.901286426884,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CAMERON,356,8005.4,1453,32673.7,9341.99837530463,67424.85783915516,10099.08536585366,21532.01219512195,13559.322033898305,0,0,0,0,0,0,0,0,0,8226.818498721821,30304.438763653263,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CARBON,9497,14797,16861,26270.6,20684.84091410096,56940.260121978106,15849.774068495517,20432.603274154917,10477.94117647059,11397.05882352941,10906.612133605999,10361.281526925699,0,0,0,0,0,18965.517241379308,13780.918727915196,24134.104914562744,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENTRE,21801,13425.5,47947,29526.7,12921.420882669538,75113.02475780409,14568.521542519782,24336.138676045724,10202.839756592293,12657.200811359025,5913.978494623656,16801.075268817203,1288.244766505636,1288.244766505636,1173.096976016684,564.824469933959,51207.72946859904,59903.381642512075,9854.947269913255,25236.295576431632,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHESTER,125481,23901.6,138936,26464.6,38713.605020077965,59294.98811711954,25873.29920220196,23417.563319522087,12050.12607931535,9678.816127964137,12293.471981513576,11458.694396302715,1193.4156378600824,699.5884773662551,1728.8825077769802,1633.1658291457288,104556.35491606714,121582.73381294963,22530.228641531987,25075.556480435167,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CLARION,2467,6418.1,9953,25893.6,9130.377581897119,63860.01841862913,6760.102220092637,19485.7051589203,5159.7051597051595,10319.410319410319,1969.6969696969695,4848.484848484848,0,0,0,0,0,62500,5096.400161790481,21693.407037885936,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CLEARFIELD,6226,7855.7,20929,26407.2,9707.602339181287,59963.065558633425,7814.139686734812,21262.000077733297,6873.706004140787,4430.64182194617,1618.5476815398076,26902.887139107614,0,0,1359.5166163141994,3021.148036253777,0,0,6009.686933463214,20944.61130503017,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLINTON,3183,8239.3,8477,21942.9,8381.502890173411,59276.080374346275,7499.199231262011,15214.60602178091,7603.305785123966,8429.752066115701,2278.820375335121,2949.0616621983913,0,0,0,0,0,0,5781.148075668623,17925.09241139378,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLUMBIA,6580,10128.7,19647,30242.9,13942.006269592477,69318.18181818182,11065.07773950284,23110.045619588494,10303.687635574837,11767.895878524947,4526.462395543175,7660.16713091922,0,0,1137.6564277588168,910.1251422070534,29545.454545454548,36363.63636363637,9827.645809669613,28088.629891188044,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CRAWFORD,6883,8133.1,22415,26486.2,7828.917313841936,61597.76153494746,9427.191944240922,20573.371658306565,18712.446351931332,11845.493562231759,9990.87591240876,8166.058394160585,0,0,0,1123.5955056179776,0,12195.121951219511,6751.693506364606,23607.354656212003,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CUMBERLAND,47954,18926.5,60120,23728.1,32393.304177348815,54146.11026132668,18262.737687056404,20088.518999575255,10734.678340312143,7765.511990864104,6630.528713960249,9788.671537434206,698.7577639751553,1475.1552795031057,714.6699454391762,1045.10873741643,29600,39200,13709.979054458407,20820.24236983842,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DAUPHIN,43562,15652.9,61959,22263.5,23828.308243421896,54840.29169687407,15127.187392981254,18240.766212111856,7174.955062911924,4984.272019173158,7252.60875206198,9660.259855800417,270.56277056277054,757.5757575757576,612.2174381054898,908.2346609257266,31707.317073170732,35540.06968641115,13693.277241058217,22918.017703431495,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
DELAWARE,94404,16657.2,139045,24533.9,22663.611999654186,58764.15665254604,19233.098481120804,20498.11018768351,10297.092004135016,6764.348959503798,7280.275101459153,7673.719755878435,548.9478499542544,762.4275693809088,1164.9666587596532,985.7410189504758,213011.1524163569,87360.59479553904,15822.6648839214,23677.686060693402,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ELK,2491,8328.3,10307,34460,8044.068819800785,74584.9683066707,10190.572785992634,27822.55912026904,15953.307392996108,10116.731517509728,3543.3070866141734,0,0,0,0,3428.571428571429,26086.95652173913,0,6842.860069657857,28334.357713583282,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ERIE,27253,10103.9,82601,30623.8,10174.418604651162,63580.9040288241,11970.901360641405,26614.511603453895,10723.40425531915,11336.170212765957,4785.809906291834,11437.416331994646,935.2037408149632,935.2037408149632,3898.305084745763,2474.5762711864404,32046.33204633205,64092.6640926641,8770.841072482135,24216.94381924262,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FAYETTE,11743,9083.8,37879,29301.3,13675.771756085176,65919.39637972938,10088.689102174705,22476.005345644513,19014.084507042255,20011.737089201877,3944.7731755424065,11347.797501643656,0,732.0644216691069,1375.5158184319118,2613.480055020633,5357.142857142857,4642.857142857143,7209.808352163361,21100.51050297096,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOREST,436,6016.3,3503,48337.2,7336.621454993834,65166.461159062885,5207.3288331726135,46364.51301832208,1010.1010101010102,18585.858585858587,0,51061.007957559676,0,0,0,0,0,0,5915.00765696784,42094.180704441045,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FRANKLIN,10863,7007.2,32332,20855.7,11028.443508032658,57219.51540690019,8062.193467598873,14081.185432536782,5663.287791978845,6269.28162185985,4208.560758402758,8129.847744900891,0,0,338.1642512077295,386.47342995169083,7874.015748031496,16535.433070866144,6445.886521165872,19141.72700554651,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FULTON,841,5788,2048,14095,13211.772232885476,35412.6679462572,6700.631299147191,8007.531288071769,6214.689265536724,3389.830508474576,4247.1042471042465,3474.903474903475,0,0,0,0,0,0,6423.13764891632,11870.24544280178,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GREENE,3732,10300,8556,23613.8,22655.227570161405,54340.55547477098,10268.549164187858,17977.292722778497,5729.166666666666,16319.444444444445,1575.3424657534247,34726.02739726027,0,0,0,0,0,0,9691.385110428551,18016.67397981571,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUNTINGDON,2766,6127.1,11919,26402.2,8628.201041334609,58091.59494208904,6055.969261110544,21041.17787071985,7089.947089947089,16296.296296296297,767.8883071553229,25898.778359511343,0,0,0,3233.256351039261,0,0,5102.2400078083065,21785.17397881997,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INDIANA,7522,8947,18488,21990.4,14961.254499969493,56568.430044542074,10837.952631200058,14036.066517889281,15813.528336380255,6855.575868372943,3684.010634257501,4367.641473604253,0,1404.4943820224719,1595.7446808510638,1329.787234042553,93877.55102040817,20408.163265306124,8610.574921463987,16972.610171202203,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
JEFFERSON,3374,7769.7,12563,28930.3,11554.046654254736,69740.44463914138,7853.949329359165,22421.758569299553,10401.891252955082,8747.044917257683,1315.7894736842104,1578.9473684210527,0,0,0,4663.21243523316,0,0,5934.283825889906,23770.18223019545,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUNIATA,1952,7882.7,5098,20587.2,11386.039026352846,58559.64594648963,7988.185100098458,13350.836888743026,5528.134254689043,4047.3840078973344,9322.033898305084,4237.28813559322,0,0,0,0,0,0,6646.863834000604,19027.93921391364,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LACKAWANNA,27684,13203.4,75320,35922.4,17641.3185766988,68739.73580863977,16214.953271028038,31991.257160084413,7264.906905491397,6793.542304972897,6218.905472636816,7835.820895522388,10186.335403726709,9689.44099378882,3751.946764830808,2010.477134362169,95597.48427672956,63522.01257861635,12069.59696640166,32438.76740346745,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,74120,13582,143122,26226.1,18102.334925483283,65322.564113076805,17658.00624869328,20002.29688065938,11973.150703601486,10037.820709393847,10854.021049248815,12613.481160118903,0,711.7437722419928,873.0964467005076,2707.275803722504,33687.00265251989,45623.34217506631,13861.035956377465,24098.274607512067,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LAWRENCE,7890,9226.8,21347,24963.7,11777.789546152624,53037.12333845258,9000.206685330979,19689.59621202157,10446.631339894018,6358.81907645723,3227.8481012658226,6118.143459915612,0,0,0,1525.4237288135594,0,13698.630136986301,6327.802140862159,18700.31721157127,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LEBANON,16339,11523.1,31408,22150.6,17858.055099434412,54311.25706987776,13563.344914175641,16612.202309288754,8375.3732111603,6450.118398023267,6261.319534282018,7425.614489003881,0,0,725.2559726962457,3882.2525597269628,26190.47619047619,23015.873015873014,11211.610909532821,20942.344750959186,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LEHIGH,70671,19135.5,107081,28994.3,29394.485288150994,70269.56846324878,23066.720392196366,23594.321883079818,11184.105452570831,7527.763285384215,11779.428707639745,9884.390767152676,965.6004828002414,603.5003017501508,872.0534132715628,851.6146613980106,62345.67901234568,47530.864197530864,22419.684992163344,33591.414794576864,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
LUZERNE,36524,11506.6,93194,29360.1,14683.299824275333,61476.72043946998,13311.951832594654,24999.631070731117,7229.506187967161,5053.3022913858595,5416.666666666667,7923.076923076923,684.3455945252352,1539.7775876817793,1517.874975034951,1018.573996405033,48076.92307692308,62019.23076923077,11370.707367185207,30356.716563936992,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
LYCOMING,10948,9662.9,30304,26746.9,14761.774868157849,64293.50791052919,8361.600617743581,19674.029949532556,3740.3267411865863,6577.8159931212385,3287.427809862283,9432.844661631867,0,0,1060.7521697203472,867.8881388621022,6250,17857.14285714286,6822.742474916387,19908.874993941157,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCKEAN,6891,16962.5,7090,17452.3,23287.842744459747,41868.0355577814,14399.209335918198,13783.403656821378,8820.16036655212,4810.996563573884,1285.3470437017995,856.898029134533,0,0,0,1657.4585635359115,36363.63636363637,0,12938.103943588405,14053.277618177071,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MERCER,7528,6879.7,31609,28886.7,7871.220978787373,65228.829129781196,7485.396985649384,22342.251388187782,10046.457607433216,6968.641114982578,2936.9155801396023,13354.40537337021,0,0,0,629.4964028776978,6666.666666666667,16666.666666666664,5393.919909984127,22631.55779702224,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIFFLIN,3291,7132.9,11568,25072.6,11383.415024507352,62968.89066720016,7806.288398988073,17640.043368268885,6324.110671936758,7378.129117259552,2893.8906752411576,6752.411575562702,0,0,0,0,0,28571.42857142857,6489.662185063834,22603.095695401647,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MONROE,21931,12880.1,35402,20791.6,18483.46090759978,52374.93165664298,14669.223394055609,15318.374132486564,9096.099632444777,8104.057381436677,9386.252700648156,8650.07601824438,0,0,274.294670846395,195.92476489028212,16803.278688524588,11065.573770491803,13899.368787636946,23620.583327287237,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
MONTGOMERY,225001,27078.7,177895,21409.5,51126.610903740846,44633.953627768846,26635.055101581827,18593.78514131494,12732.24666590676,6358.14430639462,13321.3886820551,9281.92479523455,1989.247311827957,2741.935483870968,1863.7640449438202,2300.561797752809,63968.6684073107,46997.38903394256,26463.085570717136,18163.668177127733,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
MONTOUR,1640,8996.2,8180,44871.1,8978.007761966366,82742.5614489004,11896.963795697973,42559.97167389572,10150.375939849624,20864.66165413534,5263.157894736842,22966.507177033494,0,0,0,2034.4287949921752,127272.72727272726,372727.2727272727,8726.856040045835,42283.336348833,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NORTHAMPTON,66593,21813.4,86688,28395.8,32889.16541366378,64584.08945576468,24615.789846923784,22091.197357890367,14761.102276233654,9169.020436258337,11566.61786237189,10137.83006007977,0,0,456.35498592096326,427.2259442664336,40225.563909774435,27443.609022556393,23057.303914787663,29064.79111910361,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
NORTHUMBERLAND,7462,8214.2,26542,29217.4,13679.827267119063,62147.85112070739,8839.468930319028,23628.0407597734,6571.5135295866785,9039.54802259887,2037.8977475867002,15409.367179120487,0,0,0,1088.929219600726,15686.274509803921,23529.41176470588,7493.035548465439,25608.9430700731,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PERRY,8023,17338.8,8622,18633.3,43168.24727783632,49525.81664910432,12551.733496166633,13413.393038876451,6784.6607669616515,3146.5093411996068,2827.3809523809523,2827.3809523809523,0,0,0,0,0,0,9586.731671754682,15769.809085524217,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILADELPHIA,33866,2137.9,59672,3767,3233.720715735104,6935.98966980262,2387.399299050627,3904.6641811890813,862.4267859613523,1117.7587804438333,1220.3812044527747,1985.8141164212532,79.56082425013923,55.69257697509747,209.67779512149664,277.2406402162011,5674.102812803104,8341.416100872939,2757.2354941286194,4735.108578310776,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PIKE,7585,13591,10704,19179.7,23081.7709153931,39491.09815660942,12665.176423983476,14894.88129934071,6151.170145477546,5455.407969639469,7065.527065527065,7407.407407407407,0,0,0,513.874614594039,13888.888888888889,12500,10132.316662928908,15487.777528593855,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POTTER,1444,8737.7,2428,14692,7187.578261958427,34785.87528174305,3965.5172413793107,9716.024340770791,24561.403508771928,6140.350877192982,0,0,0,0,0,0,0,0,3490.183857899657,11854.160174509192,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCHUYLKILL,20630,14594,37908,26816.8,26978.629074157456,59734.68186069067,14104.416242526615,21485.564421132174,7926.64892043774,7098.4915705412595,2545.8248472505093,19185.336048879835,0,0,0,728.5974499089253,7692.307692307692,18681.31868131868,12943.812880786198,24203.02372448781,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNYDER,3746,9278.7,8791,21775,18525.76647097195,54481.40900195695,9402.731692260206,16008.17964349101,6285.714285714286,10285.714285714286,4960,5760,0,0,0,0,0,0,7928.92029512626,17964.77190065468,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOMERSET,6218,8466,18612,25340.7,13167.950506459636,54376.17516831443,7180.543044653198,19248.91691331017,4155.614500442087,13262.599469496023,757.2570466975179,22002.52419015566,0,0,0,1167.3151750972763,16279.069767441862,34883.72093023256,6801.489083408793,20617.193451482617,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SULLIVAN,1471,24249.9,1539,25370.9,47798.37775202781,48957.12630359212,16058.39416058394,16136.60062565172,15702.479338842975,4132.231404958678,0,0,0,0,0,0,0,0,24031.97158081705,21190.053285968028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUSQUEHANNA,3472,8609.4,8134,20169.6,12149.141181399247,43548.3870967742,9649.263936931864,14375.351942723835,13876.967095851218,9012.875536480688,4336.043360433604,4336.043360433604,0,0,0,2100.840336134454,0,0,7926.017009939543,16963.828261092327,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIOGA,3276,8070.8,8695,21421,9013.01880494047,54712.36230110159,4967.257626577224,13711.867113879573,10074.626865671642,6156.7164179104475,1375.24557956778,2750.49115913556,0,0,0,0,0,19230.76923076923,3221.5176927797093,14724.38126406218,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UNION,4354,9692.1,10859,24172.5,21740.736181213837,55324.38754154869,9960.185581257609,18436.379191207925,4212.860310421286,5358.462675535846,2037.567653613499,2960.8404966571156,0,0,0,0,5747.126436781609,19540.229885057473,8979.828303576132,20071.627955969874,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VENANGO,3871,7639.9,12293,24261.9,7329.797408920963,50656.46465524737,7043.099089989889,17855.788675429725,19141.323792486583,8228.980322003577,2941.176470588235,5337.690631808279,0,0,0,1612.9032258064515,0,44444.444444444445,5260.373211778352,17219.836796157993,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
