county,county_population,partiallycovered,ratepartiallycovered,fullycovered,ratefullycovered,TOT_POP,TOT_BAC,TOT_IAC,TOT_H,TOT_NHWA,TOT_NHAAC,TOT_NHNAC,TOT_O65,TOT_U65,U65Partial,O65Partial,U65Full,O65Full,Rate.O65Partial.Per.100K,Rate.O65Full.Per.100K,Rate.U65Partial.Per.100K,Rate.U65Full.Per.100K,partially_covered_hispanic,fully_covered_hispanic,Rate.HispanicPartial.Per.100K,Rate.HispanicFull.Per.100K,partially_covered_african_american,partially_covered_native_american,partially_covered_asian,partially_covered_pacific_islander,partially_covered_white,fully_covered_african_american,fully_covered_native_american,fully_covered_asian,fully_covered_pacific_islander,fully_covered_white,Rate.BlackPartial.Per.100K,Rate.BlackFull.Per.100K,Rate.NAPartial.Per.100K,Rate.NAFull.Per.100K,Rate.AsianPartial.Per.100K,Rate.AsianFull.Per.100K,Rate.PIPartial.Per.100K,Rate.PIFull.Per.100K,Rate.WhitePartial.Per.100K,Rate.WhiteFull.Per.100K,Compare.Partial.O65,Compare.Full.O65,Compare.Partial.U65,Compare.Full.U65,Compare.Partial.Hispanic,Compare.Full.Hispanic,Compare.Partial.Black,Compare.Full.Black,Compare.Partial.NA,Compare.Full.NA,Compare.Partial.PA,Compare.Full.PA,Compare.Partial.Asian,Compare.Full.Asian,Compare.Partial.White,Compare.Full.White
CLEARFIELD,79255,5369,6774.3,22938,28942,79572,2286,319,2415,73914,662,43,16245,51458,3942,1246,12094,10278,7670.052323791936,63268.69806094183,7660.616425045669,23502.66236542423,105,181,4347.826086956522,7494.824016563147,36,0,8,0,4031,618,0,21,0,16855,1574.8031496062993,27034.120734908134,0,0,1208.4592145015106,3172.2054380664654,0,0,5453.635305896041,22803.528424926266,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLINTON,38632,2907,7524.8,9554,24730.8,38696,746,177,605,36792,361,31,7266,24976,2447,636,4501,4523,8753.09661436829,62248.83016790531,9797.405509288918,18021.300448430495,44,63,7272.727272727272,10413.223140495867,23,0,0,0,2465,25,0,0,0,7356,3083.1099195710453,3351.2064343163543,0,0,0,0,0,0,6699.826049141118,19993.47684279191,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLUMBIA,64964,6214,9565.3,21155,32564.2,65215,1436,316,1844,60747,879,44,12760,42964,4912,1406,11033,9441,11018.808777429467,73989.02821316614,11432.827483474537,25679.638767340097,184,287,9978.308026030369,15563.991323210414,73,0,7,14,5704,125,0,12,17,18650,5083.5654596100285,8704.73537604457,0,0,796.3594994311717,1365.1877133105802,31818.181818181816,38636.36363636363,9389.764103577132,30701.104581296197,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CRAWFORD,84629,6228,7359.2,23965,28317.7,85110,2192,445,1165,80602,712,41,17512,53229,5186,1327,12123,11084,7577.661032434901,63293.74143444495,9742.80937083169,22775.178943808827,196,192,16824.03433476395,16480.68669527897,221,0,0,0,5525,203,0,9,6,20355,10082.116788321167,9260.94890510949,0,0,0,1264.0449438202247,0,14634.146341463415,6854.6686186447,25253.715788690108,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CUMBERLAND,253370,49098,19378,68946,27211.6,251131,12729,1288,10508,213888,13013,250,46417,162451,34422,15463,37543,27704,33313.225757804255,59685.029191890906,21189.15857704785,23110.353275757,1184,1119,11267.605633802817,10649.02931100114,1033,6,43,74,33357,1411,22,194,116,50467,8115.327205593527,11084.924188860083,465.83850931677017,1708.0745341614909,330.4387919772535,1490.81687543226,29600,46400,15595.545332136446,23595.05909634949,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DAUPHIN,278299,42072,15117.6,72304,25980.7,276864,53953,1848,26704,180417,14864,287,46898,178123,32217,11312,37898,28461,24120.431574907245,60687.02290076335,18086.93992353598,21276.30906732988,1987,1862,7440.832834032354,6972.738166566806,4614,0,85,105,27090,6156,16,157,119,46802,8551.887754156396,11409.930865753526,0,865.8008658008658,571.8514531754574,1056.243272335845,36585.365853658535,41463.41463414634,15015.214752490063,25941.01442768697,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DELAWARE,566747,93259,16455.1,156569,27625.9,565231,129116,3279,22249,374703,37941,538,92536,369878,76346,17538,87708,59916,18952.623843693265,64748.85449987032,20640.8599592298,23712.683641633186,2583,1895,11609.510539799541,8517.236729740662,10572,16,599,1328,58770,11670,33,435,600,101033,8187.985997087891,9038.384088726418,487.95364440378165,1006.4043915827997,1578.7670330249598,1146.5169605440026,246840.14869888476,111524.16356877323,15684.422062273321,26963.488416158933,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ELK,29910,2078,6947.5,10959,36639.9,30110,254,145,257,29286,175,23,6626,18733,1626,489,5759,5033,7380.01811047389,75958.34591005131,8679.869748572039,30742.539902845245,22,56,8560.311284046693,21789.883268482492,8,0,0,6,1666,5,0,7,0,8934,3149.6062992125985,1968.503937007874,0,0,0,4000,26086.95652173913,0,5688.724988048897,30506.0438434747,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ERIE,269728,24156,8955.7,90003,33368.1,271544,23904,1497,11750,228815,5900,259,48848,174991,20604,4634,54271,32656,9486.57058630855,66852.27644939405,11774.319822162282,31013.594984884934,782,1942,6655.31914893617,16527.659574468085,1114,0,124,86,19067,3072,27,254,195,62738,4660.307898259705,12851.405622489958,0,1803.6072144288578,2101.6949152542375,4305.084745762712,33204.6332046332,75289.5752895753,8332.932718571772,27418.65699364115,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FAYETTE,129274,9642,7458.6,41902,32413.3,130323,7605,683,1704,119490,727,280,27567,82310,7188,3183,21323,19172,11546.414190880401,69546.92204447347,8732.839266188797,25905.72226946908,189,535,11091.549295774648,31396.713615023476,306,0,13,14,7794,972,5,21,15,28400,4023.6686390532545,12781.065088757396,0,732.0644216691069,1788.1705639614856,2888.583218707015,5000,5357.142857142857,6522.721566658298,23767.679303707424,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOREST,7247,378,5216,3605,49744.7,7284,1508,37,495,5224,20,4,1622,5185,278,121,2465,1094,7459.926017262638,67447.59556103575,5361.62005785921,47540.983606557376,0,94,0,18989.89898989899,0,0,0,0,311,770,0,0,0,2290,0,51061.007957559676,0,0,0,0,0,0,5953.292496171516,43836.14088820827,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FRANKLIN,155027,9796,6318.9,35250,22738,154579,6962,869,9076,135761,2070,127,30376,95830,7337,2837,15542,18466,9339.610218593627,60791.41427442718,7656.266304914953,16218.303245330273,582,655,6412.516527104452,7216.835610401058,296,0,0,13,8052,648,0,11,22,28570,4251.651824188451,9307.670209709853,0,0,0,531.400966183575,10236.220472440944,17322.834645669293,5931.011115121427,21044.335265650665,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FULTON,14530,751,5168.6,2298,15815.6,14525,259,98,177,13934,61,5,3126,9029,519,200,902,1346,6397.952655150352,43058.22136916187,5748.144866541145,9990.03211872854,10,8,5649.717514124294,4519.774011299435,0,0,0,0,629,19,0,0,0,2031,0,7335.907335907336,0,0,0,0,0,0,4514.1380795177265,14575.857614468207,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GREENE,36233,3262,9002.8,9426,26015,36661,1460,259,576,34185,187,27,6877,23869,2153,1269,4988,4108,18452.813726915807,59735.34971644613,9020.067870459592,20897.398299048975,29,103,5034.722222222223,17881.944444444445,19,0,0,0,2789,511,0,0,0,7113,1301.3698630136987,35000,0,0,0,0,0,0,8158.549071230072,20807.371654234314,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUNTINGDON,45144,2739,6067.3,12434,27543,45395,2865,181,945,40982,433,28,9411,29409,2007,749,6529,5660,7958.771650196579,60142.386568908725,6824.441497500765,22200.68686456527,52,172,5502.645502645502,18201.0582010582,31,0,0,0,2156,748,0,14,0,9421,1082.024432809773,26108.202443280974,0,0,0,3233.256351039261,0,0,5260.846225172027,22988.141135132497,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INDIANA,84073,6755,8034.7,20333,24184.9,84441,2633,356,1094,79263,1128,49,16389,55564,5742,1979,9040,9949,12075.172371712733,60705.35115016169,10334.029227557412,16269.527031891153,119,141,10877.513711151738,12888.482632541134,100,0,16,58,6171,132,6,19,12,15119,3797.94910748196,5013.292821876187,0,1685.3932584269662,1418.4397163120568,1684.3971631205675,118367.3469387755,24489.795918367345,7785.473676242383,19074.473587928795,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
JEFFERSON,43425,3024,6963.7,13232,30470.9,43614,380,266,423,42364,193,22,9131,26840,2140,946,6468,6568,10360.31102836491,71930.78523710437,7973.174366616989,24098.360655737706,26,57,6146.572104018913,13475.17730496454,6,0,0,0,2409,6,0,9,0,10633,1578.9473684210527,1578.9473684210527,0,0,0,4663.21243523316,0,0,5686.431876121234,25099.14077990747,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUNIATA,24763,1790,7228.5,5594,22590.2,24718,236,106,1013,23229,140,9,4971,15235,1347,500,2326,3064,10058.338362502514,61637.497485415406,8841.483426320972,15267.476206104366,88,56,8687.068114511352,5528.134254689043,23,0,0,0,1595,16,0,0,0,4826,9745.762711864407,6779.661016949152,0,0,0,0,0,0,6866.4169787765295,20775.754444874943,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LACKAWANNA,209674,27760,13239.6,80255,38276.1,210269,8040,805,16972,177479,7063,159,42015,132680,21751,6419,47212,30600,15277.876948708794,72831.13173866477,16393.578534820623,35583.35845643654,1325,1473,7806.976196087674,8679.0007070469,554,37,140,157,20619,750,124,277,127,62676,6890.547263681591,9328.358208955224,4596.273291925466,15403.726708074533,1982.1605550049553,3921.8462409740905,98742.13836477988,79874.213836478,11617.712518100732,35314.60060063445,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,545724,61280,11229.1,166638,30535.2,543969,24894,2248,58698,443899,14775,377,97562,339591,53139,15235,85728,68916,15615.711035034134,70638.15829933785,15647.94119985512,25244.485277878386,7219,7703,12298.545095233228,13123.104705441412,2832,0,94,123,52723,3796,16,448,215,126349,11376.235237406603,15248.65429420744,0,711.7437722419928,636.2098138747884,3032.148900169205,32625.994694960213,57029.17771883289,11877.251356727544,28463.456777329975,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LAWRENCE,85512,7207,8428.1,23702,27717.7,86128,4740,377,1321,79127,590,73,18883,53221,5351,2190,11695,10685,11597.733411004607,56585.288354604665,10054.30187332068,21974.408598109767,91,150,6888.720666161998,11355.034065102196,165,0,0,9,5506,340,0,9,11,16328,3481.012658227848,7172.995780590717,0,0,0,1525.4237288135594,12328.767123287671,15068.49315068493,6958.433910043347,20635.18141721536,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LEBANON,141793,14226,10032.9,35663,25151.5,141339,3865,504,19426,115202,2344,126,27405,87213,11415,3572,17273,16788,13034.11786170407,61258.89436234264,13088.645041450241,19805.533578709597,1842,1625,9482.13734170699,8365.077730876146,254,0,13,34,11014,349,0,96,33,28063,6571.798188874515,9029.754204398449,0,0,554.6075085324233,4095.5631399317404,26984.126984126982,26190.47619047619,9560.597906286348,24359.820142011424,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LEHIGH,369318,70793,19168.6,119336,32312.5,368359,25171,1657,93919,233518,14678,324,61617,238248,55345,15506,67246,47372,25165.132999010013,76881.3801385981,23229.99563480071,28225.210704811794,11558,9243,12306.349088043953,9841.459129675572,3028,12,111,222,49353,3190,14,171,204,89452,12029.716737515395,12673.31452862421,724.200362100181,844.9004224502113,756.2338193214334,1165.0088567924786,68518.51851851853,62962.96296296296,21134.55922027424,38306.25476408671,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
LUZERNE,317417,36622,11537.5,99809,31444.1,317859,15600,1169,40805,255525,5007,208,63167,203291,28265,8354,56210,40749,13225.260025013062,64509.94981556826,13903.71437987909,27650.018938369136,3263,2782,7996.569047910795,6817.79193726259,945,5,49,113,28813,1394,21,85,147,83689,6057.692307692308,8935.897435897436,427.71599657827204,1796.4071856287424,978.6299181146395,1697.6233273417217,54326.92307692307,70673.07692307692,11276.000391351141,32751.785539575383,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
LYCOMING,113299,10450,9223.4,32878,29018.8,113866,6753,652,2326,103155,1037,112,21996,72522,7867,3087,16305,15219,14034.369885433714,69189.852700491,10847.742753922948,22482.832795565482,86,184,3697.334479793637,7910.576096302666,259,0,12,20,8279,686,0,12,21,22816,3835.332444839331,10158.44809714201,0,0,1157.1841851494696,1157.1841851494696,17857.14285714286,18750,8025.786437884737,22118.171683389075,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MCKEAN,40625,7792,19180.3,7578,18653.5,40950,1167,277,873,38290,362,22,7987,26307,4808,2070,3841,3442,25917.115312382623,43095.02942281207,18276.50435245372,14600.676625993081,78,58,8934.707903780069,6643.757159221077,16,0,0,11,6025,13,0,6,0,5664,1371.036846615253,1113.9674378748928,0,0,0,1657.4585635359115,50000,0,15735.178897884567,14792.37398798642,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MERCER,109424,6997,6394.4,33348,30475.9,110471,7593,578,1722,99538,1112,90,23948,69335,5268,1830,16650,16000,7641.55670619676,66811.42475363288,7597.894281387467,24013.845821013918,121,198,7026.713124274101,11498.257839721255,250,0,0,7,5329,1065,0,8,16,23762,3292.5062557618858,14026.076649545636,0,0,0,719.4244604316547,7777.777777777778,17777.777777777777,5353.734252245374,23872.289979706242,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MIFFLIN,46138,3095,6708.1,12435,26951.8,46211,622,183,759,44255,405,21,9997,27670,2265,1017,5396,6581,10173.051915574673,65829.7489246774,8185.76075171666,19501.26490784243,51,66,6719.367588932806,8695.652173913044,22,0,0,0,2865,44,0,0,6,10717,3536.9774919614147,7073.954983922829,0,0,0,0,0,28571.42857142857,6473.844763303581,24216.472714947464,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MONROE,170271,21624,12699.8,40106,23554.2,169294,24994,1425,28023,110264,5104,244,29264,113687,17412,4650,20931,16803,15889.830508474575,57418.67140513942,15315.7353083466,18411.076024523474,2647,2881,9445.812368411662,10280.840737965242,2470,0,12,47,14899,2687,0,12,33,29718,9882.371769224614,10750.580139233416,0,0,235.10971786833858,235.10971786833858,19262.29508196721,13524.590163934427,13512.116375244868,26951.679605310892,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
