county,partiallycovered,ratepartiallycovered,fullycovered,ratefullycovered,Rate.O65Partial.Per.100K,Rate.O65Full.Per.100K,Rate.U65Partial.Per.100K,Rate.U65Full.Per.100K,Rate.HispanicPartial.Per.100K,Rate.HispanicFull.Per.100K,Rate.BlackPartial.Per.100K,Rate.BlackFull.Per.100K,Rate.NAPartial.Per.100K,Rate.NAFull.Per.100K,Rate.AsianPartial.Per.100K,Rate.AsianFull.Per.100K,Rate.PIPartial.Per.100K,Rate.PIFull.Per.100K,Rate.WhitePartial.Per.100K,Rate.WhiteFull.Per.100K,Compare.Partial.O65,Compare.Full.O65,Compare.Partial.U65,Compare.Full.U65,Compare.Partial.Hispanic,Compare.Full.Hispanic,Compare.Partial.Black,Compare.Full.Black,Compare.Partial.NA,Compare.Full.NA,Compare.Partial.PA,Compare.Full.PA,Compare.Partial.Asian,Compare.Full.Asian,Compare.Partial.White,Compare.Full.White
CAMBRIA,13627,10466.8,31803,24427.8,22705.54171436267,48767.759746818396,11056.708023975729,15891.319898374484,6898.126998629511,4522.613065326634,2725.752508361204,3461.538461538462,0,0,1425.6619144602853,1832.9938900203665,5755.395683453237,6474.820143884892,10116.664478865845,17795.84536623786,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CAMERON,460,10344.1,1250,28108.8,14053.614947197402,61332.25020308692,12004.573170731706,15205.79268292683,15254.237288135595,0,0,0,0,0,0,0,0,0,10852.89333023472,24912.85149895422,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CARBON,9720,15144.4,13371,20832.9,28628.11374825483,43199.35336909399,14276.89572582039,14560.853354403813,8976.71568627451,7935.049019607843,9611.451942740287,6066.802999318336,0,0,0,0,0,15517.241379310346,14552.499957324048,17563.715197760364,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CENTRE,20979,12919.3,38362,23624.1,16818.083961248652,67918.19160387514,12828.371645103212,14922.748398442407,10385.395537525355,6409.73630831643,5630.227001194743,11663.679808841098,805.1529790660225,805.1529790660225,842.8919012860619,243.30900243309003,50241.545893719805,33816.42512077295,9990.28182701652,18434.294352661702,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CHESTER,109933,20940.1,111622,21261.8,41169.7905569149,46812.695365091255,19358.585665512954,15025.539535553913,8996.204885255089,5460.889941672398,10147.3136915078,7452.339688041594,1234.567901234568,329.21810699588474,1731.8736539842068,1061.8569035654464,90167.86570743404,101678.65707434052,19037.57135217668,17393.839817841734,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CLARION,2576,6701.7,9013,23448.2,10590.71174845415,60057.887120115774,7410.956716179525,15828.142469254113,3931.203931203931,7862.407862407862,2121.2121212121215,3636.363636363636,0,0,0,0,0,56250,5778.616691384656,18767.695833895108,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CLEARFIELD,6175,7791.3,18647,23527.9,13616.497383810403,52970.144659895355,8467.099382020288,14994.753002448599,4554.865424430642,2360.248447204969,1399.825021872266,14085.739282589677,0,0,1510.5740181268884,1812.688821752266,0,0,6718.6189355196575,16622.020185621128,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLINTON,2826,7315.2,6564,16991.1,13088.356729975225,48513.62510322048,6990.711082639334,9745.355541319666,5123.966942148761,5619.834710743802,2144.7721179624664,1876.6756032171581,0,0,0,0,0,0,6235.051098064796,13057.186344857577,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COLUMBIA,7201,11084.6,16401,25246.3,23996.865203761754,54913.793103448275,9910.622847034727,17840.51764267759,8405.639913232104,8026.030368763558,3551.5320334261837,5988.857938718663,0,0,910.1251422070534,682.5938566552901,11363.636363636364,34090.90909090909,11266.399986830625,21699.837028989085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
CRAWFORD,6375,7532.9,20018,23653.8,9439.241662859753,56892.41662859753,8602.45354975671,16633.789851396796,16566.523605150214,7381.974248927038,9762.773722627739,6478.102189781022,0,0,0,842.6966292134831,0,0,6509.764025706558,20329.520359296297,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CUMBERLAND,40044,15804.6,48391,19098.9,34659.71519055519,42348.7084473361,14026.998910440685,14169.195634375903,7460.9821088694325,5053.2927293490675,4501.531934951685,7533.977531620709,698.7577639751553,1397.5155279503106,806.8854222700376,768.4623069238454,19600,28399.999999999996,11640.204219030522,15100.893925792938,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DAUPHIN,33425,12010.5,44988,16165.3,26717.557251908398,37274.51064011258,11037.878320037278,11357.320503247756,5055.422408627921,2816.057519472738,6602.042518488314,4970.993271921858,0,649.3506493506494,531.4854682454252,692.9494079655544,23693.379790940766,19163.763066202093,11705.659666217705,15302.881657493472,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DELAWARE,86210,15211.4,111344,19646.2,31301.331373735626,44543.74513702775,15248.000692120104,13984.611142052245,6454.22266169266,3690.0534855499122,6070.510238854983,4949.038074289786,396.4623360780726,579.4449527294906,814.4223926622915,677.367491631744,132527.88104089219,51672.8624535316,15233.398184695612,16803.975415195502,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ELK,2868,9588.8,9189,30722.2,9809.8400241473,71159.07032900695,10969.9460844499,22105.375540490044,13229.571984435797,7782.101167315175,4330.708661417323,0,0,0,0,2857.142857142857,0,0,7437.00061462815,24591.955200437067,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERIE,29290,10859.1,59907,22210.2,12848.018342613823,51607.02587618735,12505.786011852038,17134.024035521827,11897.872340425532,4961.702127659574,4702.141900937082,7341.867469879518,1202.4048096192384,601.2024048096192,3796.610169491525,1084.7457627118645,45945.94594594595,27413.127413127415,9548.325066101435,16558.792037235322,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FAYETTE,18269,14132,28467,22020.7,26241.52065875866,48775.71008814887,13537.844733325233,13543.919329364599,19718.309859154928,9389.671361502347,4825.772518080211,5101.906640368179,0,0,1788.1705639614856,1650.6189821182943,3571.428571428571,3214.2857142857138,10004.184450581637,13829.609172315673,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOREST,400,5519.5,3366,46446.8,8754.62392108508,57459.92601726264,4744.455159112826,11938.28351012536,1010.1010101010102,1616.1616161616162,0,331.56498673740055,0,0,0,0,0,0,5972.434915773354,24559.724349157732,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FRANKLIN,12120,7818,26319,16977,18718.725309454832,45272.5836186463,7863.92570176354,9642.07450693937,3911.4147201410315,4043.6315557514326,4711.2898592358515,5156.564205688021,0,0,386.47342995169083,241.54589371980674,6299.212598425197,11811.023622047243,7833.6193752255795,14161.651726195298,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FULTON,1289,8871.3,1300,8947,23704.414587332052,22232.885476647472,6080.407575589767,5825.672831985824,2824.858757062147,0,6563.706563706563,0,0,0,0,0,0,0,8346.490598535955,7808.238840246879,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GREENE,4594,12679,6836,18866.8,31118.220154136976,40671.804565944454,10645.607273031967,10105.157317022078,5034.722222222223,6076.388888888889,2123.2876712328766,10753.424657534248,0,0,0,0,0,0,11294.427380430014,11744.917361415826,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HUNTINGDON,2966,6570.1,10540,23347.5,12666.029114865582,50802.25268303049,5991.363188139685,16443.945730898704,5396.825396825397,10264.550264550266,1431.0645724258288,18219.895287958116,0,0,0,2771.362586605081,0,0,5800.107364208678,18022.546483822167,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INDIANA,8540,10157.8,14752,17546.7,18396.485447556286,48520.34901458296,9083.2193506587,9988.481750773883,13528.336380255943,4113.345521023766,2278.769464489176,2962.4003038359288,0,0,1063.8297872340424,1152.482269503546,30612.244897959183,14285.714285714284,8025.181989074348,13127.184184297843,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
JEFFERSON,3295,7587.8,11631,26784.1,14434.344540576061,64352.20676815244,7965.722801788376,18725.782414307003,9456.26477541371,7092.198581560284,0,0,0,0,0,4145.077720207254,0,0,6512.605042016808,20795.958832971388,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUNIATA,2067,8347.1,4210,17001.2,19613.759806879905,46871.856769261714,7495.8976042008535,9924.515917295701,3948.667324777887,2073.050345508391,6355.932203389831,2966.1016949152545,0,0,0,0,0,0,8127.771320332343,14533.557191441732,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LACKAWANNA,30242,14423.3,62176,29653.7,24874.449601332857,55480.185647982864,15475.58034368405,23337.353029846246,5214.470893235918,3711.9962290831954,5099.502487562188,5522.388059701492,10559.006211180125,8074.534161490683,3582.047288687527,1500.7787059323234,91823.89937106919,34591.19496855346,13550.898979597587,24345.41551394813,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,85426,15653.7,101406,18581.9,30666.653000143502,45847.76859842971,14788.08331198412,12233.539758120798,9714.129953320386,4618.5559985008,9383.787257973809,7005.704185747571,311.38790035587186,355.8718861209964,1252.1150592216582,1949.238578680203,28912.466843501326,25198.93899204244,14843.691920909938,15280.277720832892,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LAWRENCE,7002,8188.3,16592,19403.1,13430.069374569719,42652.12095535667,7976.174818210857,13537.889179083446,9462.528387585164,3103.7093111279337,2700.42194092827,4092.827004219409,0,0,0,847.457627118644,0,0,5669.3669670276895,13724.77156975495,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LEBANON,17235,12155,24459,17249.8,24809.341361065497,42003.28407224959,10344.788047653446,11607.214520770987,5518.3774323072175,3809.327705137445,5019.404915912031,4915.912031047866,0,0,938.566552901024,3029.0102389078497,23809.52380952381,12698.412698412698,11035.398690994947,15324.38672939706,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LEHIGH,65563,17752.5,87097,23583.2,34493.727380430726,57623.707742993,17893.119774352774,16633.92767200564,7714.094059774912,4540.082411439645,9177.227762107188,6459.814866314409,905.2504526252263,482.8002414001207,722.169232865513,592.7238043330154,53395.06172839506,30864.197530864196,20563.72528027818,25476.836903365052,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
LUZERNE,37672,11868.3,78957,24874.8,20779.8375734165,50306.33083730429,12457.511645867255,18521.233109188306,5217.497855654944,2712.9028305354736,4365.384615384615,5346.153846153847,684.3455945252352,1283.147989734816,1437.9868184541642,519.2730177751148,39903.846153846156,39423.07692307692,12500.929458957049,23495.548380784658,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LYCOMING,9661,8527,23556,20791,21267.5031823968,48467.903255137295,7896.914039877554,13911.640605609333,2708.5124677558038,4987.102321582115,3494.743077150896,7256.034355101436,0,0,0,675.0241080038572,0,7142.857142857142,7510.057680190005,14638.165866899328,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCKEAN,4515,11113.8,6054,14902.2,22586.703393013646,29285.08826843621,9567.795643745012,9925.114988406129,5154.639175257732,2978.2359679266892,599.8286203941731,428.4490145672665,0,0,0,0,0,0,9827.63123530948,9307.913293288064,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MERCER,7783,7112.7,27464,25098.7,9825.455152831133,58526.80808418239,7670.007932501622,16816.903439821155,8304.297328687573,4413.472706155633,2910.575530093507,8758.066640326617,0,0,0,539.568345323741,0,5555.555555555556,5406.980248749222,18634.089493459785,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIFFLIN,3932,8522.3,9600,20807.1,20486.145843753126,49754.92647794339,7838.814600650525,13328.514636790747,4084.321475625823,5138.339920948617,2572.347266881029,5305.466237942122,0,0,0,0,28571.42857142857,0,8502.994011976049,17347.192407637554,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MONROE,23579,13847.9,24785,14556.2,27163.067249863314,36973.75615090213,12977.737120339178,8251.603085665029,7925.632516147451,3907.504549834065,8390.013603264782,4417.060094422661,350.87719298245617,0,235.10971786833858,117.55485893416929,13524.590163934427,6147.540983606557,15097.402597402599,14783.6102445041,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
MONTGOMERY,191508,23047.8,139941,16841.8,50340.57161539929,34636.81442933821,20575.567883649448,12607.2044381138,8617.34868346062,3627.037501424826,10180.100521221148,6354.709605361132,2688.1720430107525,1397.8494623655915,1890.4494382022474,1248.5955056179776,52088.772845953004,28590.078328981723,22727.89909180057,12600.38584054915,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
MONTOUR,1839,10087.8,7400,40592.4,16507.11513583441,72082.79430789132,10861.29060812605,36168.89439674249,8082.706766917293,17857.14285714286,6698.564593301436,18899.521531100476,0,0,782.4726134585289,1251.9561815336463,127272.72727272726,290909.09090909094,9794.34292262228,36161.872022194075,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NORTHAMPTON,61687,20206.4,69075,22626.4,35215.43008243895,54546.240127201396,19644.6119401473,14030.635504361306,10647.741567966581,5425.933398210344,9345.180996617357,5947.3923360428125,427.04626334519577,0,514.6130692300223,233.0323332362365,37218.045112781954,13157.894736842105,20905.38110388712,21252.939549038594,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NORTHUMBERLAND,8350,9191.7,22535,24806.5,21684.145589142503,48606.827061484684,8285.24825929109,17712.26125541505,5382.0993160868275,5292.8932500743385,2180.9081158383983,5756.167322130854,0,0,0,0,19607.843137254902,13725.490196078432,8776.39943808186,19823.091025976806,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PERRY,7717,16677.5,5614,12132.6,49256.52733871912,30371.150919096122,10557.025578397448,8216.29689938259,5309.734513274336,1868.2399213372667,1785.7142857142856,1636.904761904762,0,0,0,0,0,0,8973.891648061239,10040.096596345742,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILADELPHIA,29672,1873.2,52246,3298.2,3604.0398450470393,5622.117690463014,1862.7115045829873,3282.9533730860767,474.1879897531791,903.5146931194527,1051.6655987832116,1566.0460966364667,71.60474182512532,55.69257697509747,83.09453362222274,237.63483447102954,4607.17749757517,5722.599418040737,2431.904471649201,3996.13715309652,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PIKE,7293,13067.8,7207,12913.7,27280.60501024106,25452.9699070427,10127.047904699923,8251.039868707734,4348.513598987983,2292.8526249209363,6809.116809116809,3390.3133903133903,0,0,0,0,16666.666666666664,0,9513.343799058084,9439.336174030052,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POTTER,720,4356.8,1857,11236.8,10167.79363886802,24918.607563235662,3874.2393509127787,6987.829614604463,16666.666666666664,3508.771929824561,0,0,0,0,0,0,0,0,4200.68557182923,8376.441258959178,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCHUYLKILL,21594,15276,31536,22309.2,34342.41972913997,46603.858543174814,12803.102704865201,15739.114973440313,6033.717834960071,4628.808044957113,2321.7922606924644,14195.51934826884,0,0,0,637.5227686703097,6593.406593406594,17582.417582417584,13804.399417975832,18016.293564275544,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNYDER,4257,10544.4,6981,17291.7,24500.978473581214,41735.159817351596,8202.793425418628,11447.642565012731,4571.428571428572,6285.714285714286,3520,4160,0,0,0,0,0,0,8077.003013613218,13475.527382313207,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOMERSET,6974,9495.3,13630,18557.6,22921.08934311882,36634.92448595864,8210.01158152104,11602.968300947969,3536.693191865606,7603.890362511052,925.5363904080774,13083.718973496003,0,0,0,0,18604.6511627907,13953.488372093023,9315.39534014632,12674.457045118079,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
SULLIVAN,1439,23722.4,1290,21266.1,52723.059096176126,39513.325608342995,15589.155370177268,11470.281543274245,11570.247933884299,0,0,0,0,0,0,0,0,0,25044.404973357014,15914.742451154529,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
SUSQUEHANNA,3699,9172.3,6424,15929.4,18496.020108923334,32226.644323418517,8144.960180194674,9999.195559488377,9728.183118741059,4721.030042918455,4878.048780487805,1897.0189701897018,0,0,0,0,0,0,8463.981965365305,12132.390613792397,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIOGA,2208,5439.6,5527,13616.3,12562.590408367641,34216.089907644375,4571.953362082734,7826.22584251717,7462.686567164178,5410.447761194029,1768.172888015717,1375.24557956778,0,0,0,0,0,0,3088.5661689507056,8759.460012272448,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UNION,5580,12421.3,8349,18585.1,31109.196109811644,41376.33879108704,10424.13872528051,12822.87519331381,3695.491500369549,3067.257945306726,2133.078637376632,1814.7086914995225,0,0,0,0,6896.551724137931,16091.954022988506,10644.12492758203,14657.397166482331,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VENANGO,3130,6177.5,8468,16712.7,8155.812538040171,36344.66568124511,6199.443882709807,12253.538928210313,18246.869409660107,6082.289803220036,2723.3115468409587,2614.3790849673205,0,0,0,0,0,0,4849.311165828942,11723.408152052258,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WARREN,5774,14733,5587,14255.8,30910.498948998782,27757.49529815245,9505.73479660038,10916.742305470749,14161.220043572983,4139.433551198257,3692.307692307693,1846.1538461538464,0,0,0,2583.0258302583024,0,0,12192.317742356938,11000.783903841128,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
