Toxpi.Score,HCluster,Transmissible.Cases,Disease.Spread,Population.Mobility,Residential.Density,Social.Distancing,Testing,Population.Demographics,Air.Pollution,Age.Distribution,Comorbidities,Health.Disparities,Hospital.Beds,COUNTY_NAM,pvi_image_path
0.404000992695121,2,0.18907307398150267,0.23298656849168578,0.655435478863214,0.2789,0.7297297297297297,0.5691096435820889,0.38846582666394136,0.4550898203592814,0.6037268925796017,0.30808502750007377,0.17130915525878362,0.6019697299053972, ADAMS,/images/20210408_images_1.svg
0.4645200625723073,4,0.22651335383061674,0.23847966259390113,0.7814951459918883,0.6074,1,0.5691096435820889,0.3886693191479585,0.6167664670658684,0.5817386943120182,0.2926176482908398,0.11177010433582579,0.3428210871077218, ALLEGHENY,/images/20210408_images_2.svg
0.36925029644309,4,0.14748238253587367,0.1434293184179213,0.5904990009536304,0.2614,0.5405405405405405,0.5691096435820889,0.09228868943087887,0.532934131736527,0.6371246099900815,0.4608052403808875,0.2615202658422861,0.4579719350661193, ARMSTRONG,/images/20210408_images_3.svg
0.4024659113585977,4,0.1768113111982536,0.18671501021466913,0.6701102899148073,0.4196,0.6486486486486487,0.5691096435820889,0.3174119615264105,0.47904191616766467,0.6281436499318728,0.3971173711951066,0.1323026764981285,0.4679039028295486, BEAVER,/images/20210408_images_4.svg
0.35730581782448795,4,0.11636915727491709,0.09144652325228324,0.5758411811934211,0.3053,0.5405405405405405,0.5691096435820889,0.12196688334067443,0.4550898203592814,0.6510586369018438,0.32584280443144087,0.3036277462729304,0.5625986227408881, BEDFORD,/images/20210408_images_5.svg
0.4679138405701505,4,0.21723489295509607,0.23097597547277263,0.7129799821879027,0.623,0.8108108108108107,0.5691096435820889,0.6103311892309239,0.4191616766467066,0.5494974081927578,0.3601637774910393,0.2988333365895555,0.4729199245419401, BERKS,/images/20210408_images_6.svg
0.40564228196583607,4,0.1440538665636374,0.13833461741561862,0.679194042440038,0.6189,0.6486486486486487,0.5691096435820889,0.2012583585616466,0.49101796407185627,0.6151952376728468,0.3811527950007285,0.24335313418278898,0.38679345059081033, BLAIR,/images/20210408_images_7.svg
0.40415182109566805,2,0.2897113910661879,0.26247716875691074,0.589509471001599,0.5065,0.5405405405405405,0.5691096435820889,0.1753063438658754,0.3592814371257485,0.624489779413553,0.406035464396947,0.2494148827637123,0.3523862779237205, BRADFORD,/images/20210408_images_8.svg
0.4158032622660301,4,0.25037939453538677,0.2679814903938301,0.7546915355119859,0.1983,1,0.5691096435820889,0.4127661412804934,0.4251497005988024,0.5712984652022484,0.2217382644881832,0.044398911964649596,0.4802977683230865, BUCKS,/images/20210408_images_9.svg
0.3944596209634527,4,0.1660108736784967,0.18446429096813088,0.6560004400479135,0.5412,0.8108108108108107,0.5691096435820889,0.17236413817990606,0.532934131736527,0.5734100391661536,0.2907569482438865,0.03912823127750996,0.4755430986361125, BUTLER,/images/20210408_images_10.svg
