"ToxPi Score","HClust Group","KMeans Group","Name","Source","Transmissible Cases!25!0xcc3333ff","Disease Spread!5!0xe05251ff","Population Mobility!10!0x57b757ff","Residential Density!10!0x70c970ff","Social Distancing!10!0x4258c9ff","Testing!10!0x5f73ddff","Population Demographics!10!0x6b0b9eff","Air Pollution!10!0x7e24aeff","Age Distribution!10!0x933fbfff","Comorbidities!10!0xa95ad2ff","Health Disparities!10!0xc177e7ff","Hospital Beds!5!0xdb95feff"
"0.40877808529332016","4","1","Washington, Benton","-119.5121,46.2395","0.08260263020655942","0.08084833680682557","0.6649190390493668","0.5212","0.7297297297297297","0.8297066159423517","0.5611730082990765","0.3712574850299401","0.4886637078344629","0.2334617249959195","0.2247916330531818","0.4757847566253251"
"0.4106977115363453","4","1","Washington, Chelan","-120.6174,47.8705","0.07078585058797167","0.0927085008617847","0.6037495517750853","0.7641","0.6486486486486487","0.8297066159423517","0.5387295170096957","0.23353293413173656","0.5837920978957992","0.17227081481318313","0.32639067963134744","0.41896331491129496"
"0.4704354274692599","4","1","Washington, Clallam","-123.9226,48.0475","0.2713303465433907","0.20549605276350194","0.5906748851886154","0.7552","0.6486486486486487","0.8297066159423517","0.5443661046823787","0.16766467065868262","0.7443413616038496","0.27801773342344094","0.30487658292827874","0.4717446950985501"
"0.4228317843220243","4","1","Washington, Clark","-122.4829,45.7757","0.11141551003026365","0.12738733330866464","0.7591027104348852","0.3658","1.0","0.8297066159423517","0.518548483345002","0.3173652694610779","0.5016507991249867","0.24880549694496665","0.1384940701607612","0.5273828337625638"
"0.3293142725506163","4","1","Washington, Columbia","-117.9052,46.2944","0.0","0.03206131375145465","0.4949699572972865","0.2372","0.45945945945945943","0.8297066159423517","0.436349618610483","0.24550898203592814","0.734905621980166","0.3497121149628192","0.14238368138466123","0.34040339666764197"
"0.48621140458578793","4","1","Washington, Cowlitz","-122.6782,46.1907","0.26947068514744676","0.28912208428436253","0.6586785492372","0.7555","0.7297297297297297","0.8297066159423517","0.49085180249871835","0.23353293413173656","0.5898852876912913","0.3745647019968387","0.3526731793696636","0.4885640034280432"
"0.38939038106696366","4","1","Washington, Douglas","-119.6929,47.7361","0.1005193662330174","0.11852743141117046","0.5925348933916542","0.5845","0.6486486486486487","0.8297066159423517","0.5385145457155918","0.2694610778443114","0.5494974081927578","0.2208976597086067","0.3230567826049941","0.0"
"0.38022290929383756","4","1","Washington, Ferry","-118.5154,48.4711","0.03065677408142825","0.08410703383229122","0.41271043908800886","0.7033","0.18918918918918917","0.8297066159423517","0.5751004486655129","0.2095808383233533","0.6899835619092616","0.3505281040306837","0.4647025738689082","0.4185782860719687"
"0.44098906239684577","4","1","Washington, Franklin","-118.9018,46.5335","0.04692912044737532","0.058190130383489316","0.6583888228958091","0.7813","0.6486486486486487","0.8297066159423517","0.6806099790151344","0.38323353293413176","0.3087088081983978","0.25626838839341953","0.543919212223694","0.550322810797604"
"0.2471122666953617","4","1","Washington, Garfield","-117.5454,46.432","0.0","0.0","0.4820722319164068","0.0201","0.0","0.8297066159423517","0.18492632198063128","0.2694610778443114","0.6510586369018438","0.3005210531687879","0.25359289607057656","0.19492899973422317"
"0.44291654361943406","4","1","Washington, Grant","-119.4501,47.2075","0.04813438517324109","0.06478711068946784","0.5856767329305136","0.7982","0.6486486486486487","0.8297066159423517","0.6182008024215107","0.3712574850299401","0.46408171358848016","0.3207057848047623","0.5048545096239477","0.48478996794986456"
"0.37814786048476734","4","1","Washington, Island","-122.5216,48.1471","0.06426406250118621","0.09045027027536982","0.6618778852616427","0.2442","0.7297297297297297","0.8297066159423517","0.519838489738427","0.2634730538922156","0.6774549264631455","0.19532867595301565","0.11049733121329555","0.5777125129502372"
"0.3738990250033579","4","1","Washington, Jefferson","-123.561,47.75","0.1354593317728126","0.11590705280371388","0.5300751027836259","0.3607","0.45945945945945943","0.8297066159423517","0.43573132637772355","0.18562874251497005","0.8188875995650027","0.18191587281367247","0.17798225415016292","0.5940979662022328"
"0.45982202856814985","4","1","Washington, King","-121.8346,47.4914","0.1715637918718446","0.18299687229705708","0.8067074053358385","0.8666","1.0","0.8297066159423517","0.5944575040694383","0.2694610778443114","0.4496902805094778","0.09280643850424468","0.08497976333432658","0.4659167114674888"
"0.4674661079947593","4","1","Washington, Kitsap","-122.6436,47.6348","0.23564977507031512","0.23834049674847602","0.7302845669428294","0.6507","1.0","0.8297066159423517","0.5562283208026317","0.23952095808383234","0.5561726637917245","0.21509391309040826","0.09626742493944399","0.5221144005824864"
"0.40710601126807444","4","1","Washington, Kittitas","-120.6794,47.1252","0.17194755613079582","0.16924782195050256","0.5576001554323684","0.5148","0.6486486486486487","0.8297066159423517","0.4649298616176841","0.22155688622754494","0.5191044408593759","0.19347883696516172","0.30274403778183734","0.6435257121474329"
"0.36634850017424925","4","1","Washington, Klickitat","-120.7914,45.8733","0.030026992367597604","0.03844541136521429","0.5033629997906587","0.4639","0.45945945945945943","0.8297066159423517","0.4867348295054482","0.2035928143712575","0.6661358670949733","0.2758102995447772","0.35360708974868404","0.48551218023780884"
