county,total,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_NA,PCT_PI,PCT_HISP,PCT_NHISP,BAC_TOTAL,WA_TOTAL,IAC_TOTAL,AAC_TOTAL,NAC_TOTAL,H_TOTAL,NH_TOTAL,EXP_WHITE,EXP_BLACK,EXP_NA,EXP_ASIAN,EXP_PI,EXP_HISP,EXP_NHISP,adm_hisp,adm_nhisp,adm_unk_eth,total_adm,adm_white,adm_black,adm_na,adm_asian,adm_pi,rate_white,rate_black,rate_na,rate_asian,rate_pi,rate_hisp,rate_nhisp,pct_adm,adj_exp_white,adj_exp_black,adj_exp_na,adj_exp_asian,adj_exp_pi,adj_exp_hisp,adj_exp_nhisp,pae_white,pae_black,pae_na,pae_asian,pae_pi,pae_hisp,pae_nhisp,pae_white_adj,pae_black_adj,pae_na_adj,pae_asian_adj,pae_pi_adj,pae_hisp_adj,pae_nhisp_adj,diff_ae_white,diff_ae_black,diff_ae_na,diff_ae_asian,diff_ae_pi,diff_ae_hisp,diff_ae_nhisp,pd_ae_white,pd_ae_black,pd_ae_na,pd_ae_asian,pd_ae_pi,pd_ae_hisp,pd_ae_nhisp,arcgis_county
ELK,8900,0.9798405845234142,0.009099966788442378,0.005978080371969445,0.005313849219528396,7.970773829292594e-4,0.008535370308867486,0.9914646296911325,274,29503,160,180,24,257,29853,8720.581202258387,80.98970441713716,47.293258053802724,53.20491531052806,7.093988708070408,75.96479574892062,8824.035204251079,67,5646,6886,12798,10302,9,0,6,6,34918.48286614921,3284.6715328467153,0,3333.3333333333335,25000,26070.03891050584,18912.67209325696,1.4379775280898877,12539.999800730655,116.46137495848555,68.00664231152442,76.50747260046495,10.200996346728662,109.23566921288608,12688.764330787113,1.1813432798873622,0.11112523579102764,0,0.11277153558052436,0.8457865168539327,0.881987496174529,0.6398433221662552,0.8215311135331712,0.07727884032975044,0,0.07842371203833934,0.5881778402875449,0.6133527673037433,0.444960585035136,-2237.999800730655,-107.46137495848555,-68.00664231152442,-70.50747260046495,-4.200996346728662,-42.23566921288608,-7042.764330787113,-17.846888646682878,-92.27211596702496,-100,-92.15762879616607,-41.182215971245505,-38.66472326962567,-55.5039414964864,"Elk County, Pennsylvania"
ERIE,96694,0.8762115900185605,0.09539890404501665,0.022482544265386088,0.00718483928939693,0.0013220693515599681,0.04327107209144743,0.9567289279085526,25905,237930,1951,6105,359,11750,259794,84724.40348525469,9224.50162772884,694.7308502489468,2173.9271351972425,127.83617387973956,4184.053044810417,92509.94695518959,2592,74667,26299,109854,75481,3878,28,376,249,31724.036481318035,14970.082995560702,1435.1614556637621,6158.886158886158,69359.33147632312,22059.574468085106,28740.848518441537,1.1360994477423625,96255.34800989894,10479.951204961259,789.2833352974104,2469.7974177297233,145.23460654626874,4753.500353533866,105100.49964646614,0.8909003415189178,0.4204021156376337,0.040303377905222725,0.1729588788475586,1.9478054798029543,0.6194950141023954,0.8071240170115713,0.7841746101446488,0.3700398908502681,0.035475220048133034,0.15223920686807793,1.7144674118745504,0.5452823829229434,0.7104343009896488,-20774.34800989894,-6601.951204961259,-761.2833352974104,-2093.7974177297233,103.76539345373126,-2161.5003535338656,-30433.499646466138,-21.582538985535116,-62.99601091497319,-96.4524779951867,-84.77607931319221,71.44674118745505,-45.47176170770566,-28.956569901035124,"Erie County, Pennsylvania"
FAYETTE,44340,0.9266821666167906,0.06050351818174843,0.006031168711585829,0.00604651519685704,0.002240586849596771,0.013075205451071568,0.9869247945489285,7885,120768,788,786,292,1704,128619,41089.0872677885,2682.7259961787254,268.10248382864114,267.42202067171564,99.34762091112083,579.7546097005134,43760.24539029949,665,27390,20698,49622,33828,1163,5,29,28,28010.73131955485,14749.524413443247,634.5177664974619,3689.567430025445,9589.04109589041,39025.82159624413,21295.454015347652,1.119124943617501,45983.82247185838,3002.30557921472,300.04017709844,299.278653806312,111.18240065069097,648.8178448930734,48973.18215510692,0.8232842890749541,0.4335142693128471,0.01864958477294739,0.10844282728534194,0.28183865645911726,1.1470370202722877,0.6259105669017032,0.7356500217158412,0.3873689633898602,0.01666443490452798,0.09689966067131638,0.2518384189955516,1.02494098341206,0.5592856905489808,-12155.82247185838,-1839.3055792147202,-295.04017709844,-270.278653806312,-83.18240065069097,16.182155106926643,-21583.182155106922,-26.434997828415884,-61.26310366101397,-98.33355650954721,-90.31003393286836,-74.81615810044484,2.494098341205997,-44.071430945101916,"Fayette County, Pennsylvania"
FRANKLIN,42140,0.9247181053053778,0.05395946409279397,0.014471564701544194,0.0078147743225147,0.0013455902806978955,0.05871431436352933,0.9412856856364706,8341,142942,1208,2237,208,9076,145503,38967.62095756862,2273.851816870338,329.3145899507695,609.8317365230723,56.703174428609316,2474.221207279126,39665.77879272087,1083,34373,6498,43195,34738,859,0,15,31,24302.164514278516,10298.525356671862,0,670.5409029950828,14903.846153846154,11932.569413838695,23623.567898943664,1.0250355956336024,39943.1985586658,2330.779051488236,337.55917686102254,625.0992372832015,58.1227721747456,2536.1648089326495,40658.83519106735,0.8914580656033837,0.37777307809895105,0,0.02459694880020809,0.5467066052718046,0.4377134901333108,0.8665656151520676,0.8696849840149691,0.36854630191202215,0,0.023996189893292483,0.5333537758109468,0.4270227219404495,0.8454005098392898,-5205.1985586657975,-1471.7790514882358,-337.55917686102254,-610.0992372832015,-27.1227721747456,-1453.1648089326495,-6285.835191067352,-13.031501598503093,-63.14536980879779,-100,-97.60038101067076,-46.664622418905324,-57.297727805955056,-15.459949016071018,"Franklin County, Pennsylvania"
FULTON,2500,0.9693631669535284,0.018864027538726333,0.004543889845094664,0.007573149741824441,4.130808950086059e-4,0.012185886402753872,0.9878141135972461,274,14080,110,66,6,177,14348,2423.407917383821,47.16006884681583,18.9328743545611,11.35972461273666,1.0327022375215147,30.46471600688468,2469.535283993115,17,2197,637,2889,2549,20,0,0,0,18103.69318181818,7299.2700729927,0,0,0,9604.5197740113,15312.238639531643,1.1556,2800.4901893287433,54.49817555938037,21.878829604130807,13.127297762478483,1.1933907056798623,35.205025817555935,2853.7949741824436,1.0518245738636365,0.4240875912408759,0,0,0,0.5580225988700566,0.8896410649567884,0.9101977966975047,0.36698476223682586,0,0,0,0.4828855995760268,0.7698520811325619,-251.49018932874333,-34.49817555938037,-21.878829604130807,-13.127297762478483,-1.1933907056798623,-18.205025817555935,-656.7949741824436,-8.980220330249534,-63.30152377631742,-100,-100,-100,-51.711440042397314,-23.01479188674381,"Fulton County, Pennsylvania"
GREENE,11010,0.9443823136302884,0.04206104579798696,0.005809988816453452,0.008292190611276288,8.455852268077794e-4,0.015711519052944545,0.9842884809470555,1542,34622,304,213,31,576,36085,10397.649273069475,463.09211423583645,91.29701863015192,63.96797686915251,9.309893347153652,172.98382477291943,10837.01617522708,127,8031,3885,12288,9472,530,0,0,0,27358.327075270063,34370.94682230869,0,0,0,22048.61111111111,22255.7849521962,1.1160762942779292,11604.569869888985,516.8461307656638,101.89443823136303,71.39314257658002,10.390551267013995,193.06314612258257,12094.936853877416,0.9109751397878979,1.1444807279315703,0,0,0,0.7341726902311031,0.7410711463510128,0.8162301667533166,1.0254502615988434,0,0,0,0.6578158625849971,0.6639968523213421,-2132.5698698889846,13.153869234336184,-101.89443823136303,-71.39314257658002,-10.390551267013995,-66.06314612258257,-4063.936853877416,-18.376983324668338,2.545026159884345,-100,-100,-100,-34.218413741500285,-33.60031476786579,"Greene County, Pennsylvania"
HUNTINGDON,12210,0.9187796012776738,0.06610860226897236,0.010463707456768367,0.005353012446304659,8.591254543451922e-4,0.02081727062451812,0.9791827293754819,3001,41708,243,475,39,945,44450,11218.298931600397,807.1860337041526,65.36028196937988,127.76186804714176,10.489921797554796,254.17887432536625,11955.821125674634,221,9835,4195,14685,11019,764,0,14,0,26419.391963172533,25458.180606464513,0,2947.3684210526317,0,23386.243386243386,22125.984251968504,1.2027027027027026,13492.278444762638,970.8048243198591,78.60898777398391,153.65954400264346,12.616257297059146,305.70161912104857,14379.298380878952,0.9822344784342483,0.9464980414663852,0,0.10957886115780852,0,0.8694664361331027,0.822611838753571,0.8166893416194874,0.786975899646208,0,0.09111051377166103,0,0.7229271491443776,0.683969394019823,-2473.278444762638,-206.8048243198591,-78.60898777398391,-139.65954400264346,-12.616257297059146,-84.70161912104857,-4544.298380878952,-18.331065838051263,-21.302410035379204,-100,-90.8889486228339,-100,-27.70728508556224,-31.603060598017695,"Huntingdon County, Pennsylvania"
INDIANA,26930,0.9483071020002132,0.03317108987340273,0.013690032093414337,0.005246266624033349,6.987127106500397e-4,0.01295579161781599,0.987044208382184,2801,80076,443,1156,59,1094,83347,25537.91025686574,893.2974502907356,141.28196018521808,368.6725642756481,18.816333297805567,348.89946826778464,26581.100531732216,248,17880,7420,26010,20278,212,5,33,56,25323.442729407063,7568.725455194573,1128.6681715575621,2854.6712802768166,94915.25423728814,22669.1042047532,21452.48179298595,0.9658373561084292,24665.467723025544,862.780047607205,136.4553948911074,356.0777347497069,18.17351760400753,336.9801399793939,25673.019860020606,0.794035212593339,0.23732296552621052,0.03539022245617976,0.08951032216036192,2.976137758281043,0.7108064716500426,0.6726583791613541,0.8221210409511195,0.24571731878588426,0.036642010409262626,0.09267639276349661,3.081406760111822,0.7359484152839542,0.6964509861905139,-4387.467723025544,-650.780047607205,-131.4553948911074,-323.0777347497069,37.82648239599247,-88.98013997939393,-7793.019860020606,-17.787895904888053,-75.42826812141156,-96.33579895907374,-90.73236072365034,208.14067601118217,-26.405158471604583,-30.354901380948608,"Indiana County, Pennsylvania"
JEFFERSON,7500,0.9790434264227083,0.009561150089420828,0.004562755078644472,0.0070160957490713995,6.419956894575137e-4,0.00969872059430458,0.9903012794056955,417,42700,306,199,28,423,43191,7342.825698170312,71.7086256706562,52.6207181180355,34.220663089833536,4.8149676709313525,72.74040445728436,7427.259595542716,81,9261,6210,15937,12584,11,0,9,0,29470.72599531616,2637.8896882494005,0,4522.613065326634,0,19148.936170212764,21441.967076474266,2.1249333333333333,15603.0150868987,152.37604897509974,111.8155179529509,72.71662768835694,10.231485302884396,154.56851011143212,15782.431489888568,1.7137816580796255,0.15339856115107917,0,0.2629989949748744,0,1.1135489361702129,1.2468932694311314,0.8065107884543635,0.07218982296750288,0,0.12376811585063426,0,0.5240394692399194,0.586791712413471,-3019.0150868987002,-141.37604897509974,-111.8155179529509,-63.71662768835694,-10.231485302884396,-73.56851011143212,-6521.431489888568,-19.348921154563648,-92.78101770324972,-100,-87.62318841493656,-100,-47.59605307600806,-41.32082875865291,"Jefferson County, Pennsylvania"
JUNIATA,3500,0.9718423820697467,0.014078808965126628,0.006068452140140788,0.008334007605793349,7.282142568168946e-4,0.04098228011975079,0.9590177198802492,348,24022,206,150,18,1013,23705,3401.4483372441136,49.2758313779432,29.16902662027672,21.239582490492758,2.548749898859131,143.43798041912777,3356.5620195808724,97,6046,590,7050,5964,32,0,0,0,24827.241695112814,9195.402298850575,0,0,0,9575.518262586376,25505.167686142166,2.0142857142857142,6851.488793591714,99.25560320414273,58.75475362084311,42.78258758799255,5.133910510559106,288.92507484424306,6761.074925155757,1.7533707434851387,0.6494055829228244,0,0,0,0.6762504583274573,1.8012478139030341,0.870467744992622,0.32239993478438084,0,0,0,0.33572717789306394,0.8942365033561163,-887.48879359171406,-67.25560320414273,-58.75475362084311,-42.78258758799255,-5.133910510559106,-191.92507484424306,-715.0749251557572,-12.953225500737798,-67.7600065215619,-100,-100,-100,-66.4272822106936,-10.576349664388374,"Juniata County, Pennsylvania"
LACKAWANNA,71620,0.9083412200562138,0.05027845283898245,0.035078875155158395,0.006677161160228089,0.001226999700383794,0.08071565470896803,0.919284345291032,10572,190996,1404,7376,258,16972,193297,65055.39818042603,3600.9427923279227,478.2182822955357,2512.3490386124445,87.87771854148733,5780.85519025629,65839.14480974371,2386,73655,24221,103004,78993,1130,160,407,253,41358.45776874908,10688.611426409383,11396.011396011396,5517.895878524945,98062.01550387597,14058.449210464294,38104.574825268886,1.438201619659313,93562.77903067025,5178.881756226548,687.774308148134,3613.2644564819357,126.38587713833232,8314.035297642544,94689.96470235745,1.2142420492288606,0.3138067070678127,0.3345752471694946,0.1619997833679924,2.879000549844247,0.41274170022830453,1.1187113716747366,0.844278043238816,0.21819382121273687,0.2326344530530776,0.11264052352156825,2.001805943262834,0.28698458866016047,0.7778543400192676,-14569.779030670252,-4048.8817562265476,-527.774308148134,-3206.2644564819357,126.61412286166768,-5928.035297642544,-21034.96470235745,-15.572195676118405,-78.18061787872631,-76.736554694692245,-88.73594764784318,100.18059432628341,-71.30154113398395,-22.214565998073244,"Lackawanna County, Pennsylvania"
LANCASTER,236650,0.8986081927462778,0.06534931218506937,0.02863949967737132,0.008421435780347777,0.0016159009061178118,0.10790688439966248,0.8920931156003375,35548,488815,4581,15579,879,58698,485271,212655.62881340663,15464.914728596666,1992.9327774193016,6777.537598649923,382.4029494327802,25536.164193180124,211113.83580681987,12920,170217,26158,217242,168501,5842,16,529,299,34471.323506848195,16434.117249915605,349.26871862038854,3395.5966364978494,34015.92718998862,22010.97141299533,35076.68910773568,0.9179885907458272,195215.44100858687,14196.615277708841,1829.4895517943119,6221.7021889115,351.0415446468457,23441.907380751476,193800.09261924852,0.7923655768728801,0.37775830662663606,0.00802836913582143,0.07805194619729976,0.78189773495081,0.5059491277648704,0.8062806464080232,0.8631540575347634,0.41150653770078266,0.008745608841716341,0.08502496325568255,0.851751037902934,0.5511496906010651,0.8783122737429166,-26714.441008586873,-8354.615277708841,-1813.4895517943119,-5692.7021889115,-52.04154464684569,-10521.907380751476,-23583.09261924852,-13.684594246523663,-58.84934622992173,-99.12543911582836,-91.49750367443174,-14.824896209706594,-44.88503093989349,-12.168772625708336,"Lancaster County, Pennsylvania"
LAWRENCE,15470,0.9304523499907115,0.05768159019134312,0.007152145643693108,0.005097064833735835,8.940182054616385e-4,0.01533763700538733,0.9846623629946126,4968,80138,439,616,77,1321,84807,14394.097854356307,892.3342002600781,78.85159297789336,110.64369310793238,13.830461638491547,237.273244473342,15232.726755526657,222,16087,11202,29237,19804,443,0,9,10,24712.371159749433,8917.069243156198,0,1461.038961038961,12987.012987012986,16805.45041635125,18968.95303453724,1.8899159663865546,27203.63535667843,1686.4366524242987,149.0228845439346,209.1072821846554,26.138410273081924,448.4264931265094,28788.573506873487,1.375841695699353,0.49645076908504016,0,0.08134218722454016,0.7230416642181348,0.9356301444469944,1.0560814395336935,0.7279909372531037,0.2626840441134717,0,0.043040107957849176,0.3825787374031038,0.49506441613691565,0.5587980938395266,-7399.635356678431,-1243.4366524242987,-149.0228845439346,-200.1072821846554,-16.138410273081924,-226.4264931265094,-12701.573506873487,-27.20090627468963,-73.73159558865284,-100,-95.69598920421508,-61.74212625968962,-50.493558386308436,-44.12019061604734,"Lawrence County, Pennsylvania"
LEBANON,19590,0.9278189317881123,0.04680236877295014,0.018353037731977728,0.007195466219514783,0.0014504135447399515,0.13744260253716242,0.8625573974628375,6615,131137,1017,2594,205,19426,121913,18175.97287372912,916.8584042620932,140.9591832402946,359.5360091694437,28.41360134145565,2692.5005837030117,16897.49941629699,2880,36999,6217,47747,37042,529,0,108,62,28246.795336175146,7996.97656840514,0,4163.454124903624,30243.90243902439,14825.49160918357,30348.691279847106,2.4373149566105154,44300.57053608699,2234.67270180205,343.56192558317235,876.3024925887405,69.25289552069846,6562.471943341893,41184.528056658106,2.037965189392373,0.5769702252178734,0,0.30038715801927174,2.1820535614238223,1.0696376511232244,2.189613923839872,0.8361517594863885,0.23672370435876897,0,0.12324511331806257,0.8952694256873246,0.43885901911123143,0.8983713483155612,-7258.570536086991,-1705.6727018020501,-343.56192558317235,-768.3024925887405,-7.252895520698459,-3682.471943341893,-4185.528056658106,-16.384824051361147,-76.3276295641231,-100,-87.67548866819375,-10.473057431267542,-56.114098088876865,-10.16286516844388,"Lebanon County, Pennsylvania"
LEHIGH,230470,0.8284988285884151,0.11512410447416786,0.043158983491648095,0.015628775189421188,0.0026333006659264467,0.254965943549635,0.745034056450365,42407,305185,5757,15898,970,93919,274440,190944.12502477202,26532.652358161467,3601.963817905901,9946.850925320137,606.8968044760682,58762.00100988437,171707.99899011562,17574,132607,22401,177752,130796,5453,26,253,356,42857.93862738994,12858.726153701038,451.62410977939896,1591.3951440432759,36701.03092783505,18711.868737955047,48319.12257688384,0.771258732156029,147267.32377924796,20463.53981849229,2778.0460474699953,7671.595633607433,468.07445996975775,45320.706397834714,132431.2936021653,0.6849961997156564,0.20552035003476207,0.007218284612063594,0.025435185658204407,0.5865906647956954,0.29907082294634374,0.7722820181931858,0.8881535743534099,0.2664739360035983,0.00935909612573865,0.032978797643044074,0.7605627532487056,0.38776977229197895,1.001326774005263,-16471.323779247963,-15010.539818492289,-2752.0460474699953,-7418.595633607433,-112.07445996975775,-27746.706397834714,175.7063978346996,-11.184642564659008,-73.35260639964017,-99.06409038742613,-96.70212023569559,-23.94372467512944,-61.2230227708021,0.13267740052629318,"Lehigh County, Pennsylvania"
LUZERNE,77100,0.897419925186954,0.07552090706885757,0.017520347072129468,0.010699712765723167,0.0015635863700571638,0.12837453084543776,0.8716254691545623,24005,285253,3401,5569,497,40805,277054,69191.07623191415,5822.661935008919,824.9478542372563,1350.8187592611819,120.55250913140733,9897.676328183252,67202.32367181675,5012,99880,21111,129718,106624,2081,26,127,229,37378.74798862764,8669.027285982087,764.4810349897089,2280.481235410307,46076.45875251509,12282.80847935302,36050.733791968356,1.6824643320363164,116411.51785540128,9796.421023158066,1387.945340544078,2272.70438150249,202.82529675107517,16652.487392208495,113065.51260779149,1.5410079710657838,0.35739667238586,0.031517143618780004,0.09401705382701489,1.8995871728425022,0.5063814812501519,1.4862581313075576,0.9159231145189715,0.21242451657402833,0.018732726167593847,0.05588056283679095,1.1290504866414601,0.30097605732733096,0.8833816580876417,-9787.517855401282,-7715.4210231580655,-1361.945340544078,-2145.70438150249,26.17470324892483,-11640.487392208495,-13185.51260779149,-8.407688548102854,-78.75754834259716,-98.12672738324062,-94.4119437163209,12.905048664146012,-69.9023942672669,-11.661834191235831,"Luzerne County, Pennsylvania"
LYCOMING,25530,0.9215305710220786,0.06280188994080761,0.009397010521138883,0.006779899179737587,0.0011592573727012454,0.0204275200674477,0.9795724799325523,7151,104931,772,1070,132,2326,111540,23526.675478193665,1603.3322501888183,173.0908260587006,239.90567860467567,29.595840725062796,521.5145873219399,25008.48541267806,240,27884,9604,41252,27575,859,0,20,27,26279.17393334668,12012.30597119284,0,1869.1588785046727,20454.545454545456,10318.142734307825,24999.103460641923,1.6158245201723462,38014.97911580278,2590.7035638381954,279.68440096253494,387.64547801802115,47.821685138671775,842.6760578223526,40409.323942177645,1.1720738030138866,0.5357591976951994,0,0.08336609669401218,0.9122903535947013,0.460198057416645,1.1149815568544665,0.7253719623519957,0.3315701618626598,0,0.05159353361287043,0.5645974189681161,0.28480695253192445,0.6900387653082162,-10439.97911580278,-1731.7035638381954,-279.68440096253494,-367.64547801802115,-20.821685138671775,-602.6760578223526,-12525.323942177645,-27.462803764800427,-66.84298381373401,-100,-94.84064663871295,-43.54025810318839,-71.51930474680755,-30.996123469178382,"Lycoming County, Pennsylvania"
MCKEAN,11050,0.9533089133089133,0.03054945054945055,0.009084249084249084,0.007643467643467644,5.616605616605617e-4,0.02131868131868132,0.9786813186813187,1251,39038,313,372,23,873,40077,10534.063492063493,337.57142857142856,84.46031746031747,100.38095238095238,6.2063492063492065,235.57142857142858,10814.42857142857,119,8734,3770,13981,10335,25,0,6,8,26474.204621138375,1998.4012789768183,0,1612.9032258064515,34782.608695652176,13631.156930126,21793.04838186491,1.2652488687782806,13328.211916971919,427.1118681318681,106.86332112332114,127.00688644688645,7.852576312576313,298.0564835164835,13682.943516483516,0.9811028771363045,0.0740584003385527,0,0.05977229601518027,1.289002557544757,0.5051546391752577,0.8076247341514644,0.7754228447433062,0.05853267461133018,0,0.04724153286372519,1.0187739261046824,0.3992531838127886,0.6383129470262271,-2993.211916971919,-402.1118681318681,-106.86332112332114,-121.00688644688645,0.14742368742368672,-179.05648351648352,-4948.943516483516,-22.457715525669375,-94.14673253886698,-100,-95.27584671362747,1.8773926104682426,-60.07468161872114,-36.168705297377294,"Mckean County, Pennsylvania"
MERCER,41630,0.9132441998352508,0.07106842519756316,0.010274189606322022,0.006209774510957627,8.599541961238697e-4,0.015587801323424248,0.9844121986765757,7851,100887,686,1135,95,1722,108749,38018.356039141494,2958.5785409745545,258.512912891166,427.7145133111858,35.799893184636694,648.9201690941514,40981.079830905845,293,25790,12110,39137,27896,1237,0,7,21,27650.73795434496,15755.954655457905,0,616.7400881057268,22105.263157894737,17015.098722415794,23715.16059917792,0.9401153014652894,35741.638248952215,2781.4049569570293,243.03194503534866,402.10095862262494,33.656027373699885,610.0597803948548,38526.94021960514,0.7337508221365463,0.4181061894650709,0,0.016366056755495496,0.5865939289732859,0.4515193300417956,0.6293147985951921,0.780490245178333,0.44473926635743416,0,0.017408563321953077,0.6239595590657918,0.4802808010230716,0.6694017187193154,-7845.638248952215,-1544.4049569570293,-243.03194503534866,-395.10095862262494,-12.656027373699885,-317.0597803948548,-12736.940219605138,-21.9509754821667,-55.52607336425659,-100,-98.2591436678047,-37.60404409342082,-51.97191989769284,-33.05982812806846,"Mercer County, Pennsylvania"
MIFFLIN,8450,0.9711540542295125,0.01555906602324122,0.009110384973274762,0.0044578130748090285,6.059163402653048e-4,0.0164246607950488,0.9835753392049512,719,44878,206,421,28,759,45452,8206.251758239381,131.47410789638832,37.66852048213629,76.98275302417174,5.119993075241826,138.78838371816235,8311.211616281838,104,13129,1242,14859,12875,60,0,0,6,28688.88987922813,8344.923504867873,0,0,21428.571428571428,13702.23978919631,28885.41758338467,1.7584615384615385,14430.378091796327,231.1921620393413,66.23864447858735,135.3712103178897,9.003310900002166,244.0540347536301,14614.945965246372,1.5689257872295987,0.4563636214005316,0,0,1.171876584953508,0.7493422519509476,1.5796734105867323,0.8922150146100081,0.25952436912541166,0,0,0.6664215050041821,0.4261351389047383,0.8983269614010289,-1555.3780917963268,-171.1921620393413,-66.23864447858735,-135.3712103178897,-3.003310900002166,-140.0540347536301,-1485.945965246372,-10.778498538999193,-74.04756308745884,-100,-100,-33.357849499581796,-57.38648610952617,-10.167303859897114,"Mifflin County, Pennsylvania"
MONROE,54170,0.7770151334365069,0.17933299467199074,0.03300176025139698,0.014790837241721502,0.002610842676054674,0.16552860703864283,0.8344713929613572,30360,131544,2504,5587,442,28023,141271,42090.90977825558,9714.468321381739,801.2196533840537,1787.7053528181743,141.4293477618817,8966.684643283283,45203.31535671672,4820,42045,7964,57333,41371,4508,0,24,68,31450.313203186764,14848.48484848485,0,429.5686414891713,15384.615384615385,17200.157013881453,29761.946896390622,1.0583902529075133,44548.608645315246,10281.698583529245,848.0030715796188,1892.0899204933428,149.68744314624263,9490.25162734651,47842.748372653485,0.9828963122429945,0.4640501004134011,0,0.013425031122811105,0.480805441558626,0.537545390715903,0.9301308912456258,0.928670978916209,0.43844895504149334,0,0.012684386582294276,0.4542799220210135,0.5078895891559917,0.8788165694935822,-3177.6086453152457,-5773.698583529245,-848.0030715796188,-1868.0899204933428,-81.68744314624263,-4670.25162734651,-5797.748372653485,-7.132902108379103,-56.15510449585066,-100,-98.73156134177057,-54.57200779789865,-49.21104108440083,-12.118343050641778,"Monroe County, Pennsylvania"
MONTGOMERY,282343,0.7971421799343108,0.11140806168402417,0.08750380929807335,0.006682597191519414,0.001293952043960509,0.05304598729750255,0.9469540127024975,92126,659176,5526,72359,1070,43865,783059,225067.5145091931,31455.286360052436,1886.784538845166,24706.08802864592,365.338301947942,14977.163191538762,267365.83680846123,8374,284079,89469,402896,278512,19428,176,2965,850,42251.53828416083,21088.50921563945,3184.9439015562793,4097.624345278404,79439.2523364486,19090.39097230138,36278.10931232513,1.426973574694609,321165.39572681405,44885.8624202466,2692.391678074406,35254.934750956556,521.3281027035132,21372.016098214586,381523.9839017854,1.2374597933751292,0.6176386308367282,0.09328039125639824,0.12001090567483516,2.326610693343395,0.5591178978894233,1.0625104665242326,0.8671918074165892,0.43283116225113766,0.06536938939206456,0.08410170153327406,1.6304511412142446,0.39182077916830516,0.7445901489462576,-42653.39572681405,-25457.8624202466,-2516.391678074406,-32289.934750956556,328.6718972964868,-12998.016098214586,-97444.9839017854,-13.280819258341081,-56.71688377488624,-93.46306106079354,-91.58982984667259,63.04511412142446,-60.817922083169485,-25.540985105374236,"Montgomery County, Pennsylvania"
MONTOUR,7850,0.9335526315789474,0.02598684210526316,0.03574561403508772,0.005537280701754386,6.030701754385965e-4,0.029166666666666667,0.9708333333333333,474,17028,101,652,11,532,17708,7328.388157894738,203.9967105263158,43.46765350877193,280.6030701754386,4.734100877192983,228.95833333333334,7621.041666666667,165,8848,688,9820,8458,118,0,13,55,49671.129903688045,24894.51476793249,0,1993.8650306748466,500000,31015.037593984962,49966.117009261354,1.2509554140127388,9167.486842105263,255.19078947368422,54.37609649122807,351.02192982456137,5.922149122807018,286.4166666666667,9533.583333333334,1.1541419228576686,0.578440699830686,0,0.046328787464342935,11.617834394904458,0.7206551410373067,1.1609961455400344,0.9226083599218634,0.4623991337750393,0,0.03703472317668962,9.287169042769857,0.5760837940064009,0.9280875501516568,-709.4868421052633,-137.19078947368422,-54.37609649122807,-338.02192982456137,49.07785087719298,-121.41666666666669,-685.5833333333339,-7.73916400781366,-53.760086622496075,-100,-96.29652768233103,828.7169042769857,-42.39162059935991,-7.191244984834322,"Montour County, Pennsylvania"
NORTHAMPTON,65500,0.8717215429269382,0.08471782613834859,0.03577901524802669,0.009538225134947006,0.0018189937090398076,0.13833217320497498,0.8616678267950251,25802,265495,2905,10897,554,42131,262433,57097.761061714446,5549.017612061833,624.7537463390289,2343.525498745748,119.1440879421074,9060.757344925862,56439.242655074144,10082,118153,20375,153281,120573,4299,0,91,180,45414.4145840788,16661.499108596236,0,835.0922272185005,32490.97472924188,23930.12271249199,45022.15803652742,2.3401679389312977,133618.349821384,12985.63310831221,1462.028686909812,5484.243236232778,278.81717471533074,21203.69384103177,132077.30615896825,2.111694009677157,0.7747317274061837,0,0.038830386120698536,1.5107757599140188,1.112710518138536,2.093454738967471,0.9023685755824515,0.33105817514959474,0,0.016592991244223056,0.6455843338337318,0.4754831905981439,0.8945745748159873,-13045.349821384007,-8686.63310831221,-1462.028686909812,-5393.243236232778,-98.81717471533074,-11121.69384103177,-13924.306158968247,-9.763142441754846,-66.89418248504053,-100,-98.3407008755777,-35.441566616626815,-52.45168094018561,-10.542542518401266,"Northampton County, Pennsylvania"
NORTHUMBERLAND,12770,0.951010101010101,0.03614404918752745,0.006796223100570926,0.006686429512516469,8.78348704435661e-4,0.036923583662714095,0.9630764163372859,3292,86618,609,619,80,3363,87717,12144.39898989899,461.55950812472554,85.38570487483531,86.78776899429073,11.21651295564339,471.514163372859,12298.485836627142,525,28774,3964,34004,27805,488,0,6,20,32100.71809554596,14823.815309842043,0,969.3053311793215,25000,15611.061552185549,32803.21944434944,2.662803445575568,32338.147474747475,1229.0422485726835,227.36534914361002,231.09877031181378,29.867369345630216,1255.54953886693,32748.450461133074,2.289532814520224,1.0572851201412787,0,0.06913416567252358,1.7830853563038371,1.1134342100023962,2.3396376092336313,0.8598204341084361,0.3970571398719012,0,0.025962924821730564,0.6696271026938007,0.4181435966865839,0.8786369918219464,-4533.147474747475,-741.0422485726835,-227.36534914361002,-225.09877031181378,-9.867369345630216,-730.5495388669301,-3974.450461133074,-14.017956589156388,-60.294286012809884,-100,-97.40370751782694,-33.03728973061993,-58.18564033134162,-12.136300817805356,"Northumberland County, Pennsylvania"
